Player,2021 Salary,2021 Signing,G,GS,MIN,PTS,FGM,FGA,FG%,2PM,2PA,2P%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,TOV,STL,BLK,PF
Megan Gustafson,12978,7D,11,1,9.9,4.0,1.7,2.9,59.4%,1.7,2.7,63.3%,0.0,0.2,0.0%,0.5,0.8,66.7%,1.0,2.6,3.6,0.0,0.8,0.2,0.1,0.9
Megan Gustafson,6180,Hardship,11,1,9.9,4.0,1.7,2.9,59.4%,1.7,2.7,63.3%,0.0,0.2,0.0%,0.5,0.8,66.7%,1.0,2.6,3.6,0.0,0.8,0.2,0.1,0.9
Bria Hartley,190550,,6,0,8.5,3.7,1.5,2.7,56.3%,0.8,1.5,55.6%,0.7,1.2,57.1%,0.0,0.0,--,0.3,0.3,0.7,0.8,0.8,0.2,0.0,0.2
Natalie Achonwa,164500,UFA,21,1,12.0,3.7,1.2,2.9,42.6%,1.2,2.9,43.3%,0.0,0.0,0.0%,1.2,1.3,89.3%,0.6,1.6,2.1,1.2,0.6,0.6,0.2,1.6
Karlie Samuelson,17304,ROS,14,3,14.7,3.6,1.1,3.1,36.4%,0.3,0.9,30.8%,0.9,2.2,38.7%,0.5,0.6,77.8%,0.2,1.6,1.9,0.8,0.6,0.5,0.0,1.5
Karlie Samuelson,17150,Hardship,14,3,14.7,3.6,1.1,3.1,36.4%,0.3,0.9,30.8%,0.9,2.2,38.7%,0.5,0.6,77.8%,0.2,1.6,1.9,0.8,0.6,0.5,0.0,1.5
Karlie Samuelson,3245,7D,14,3,14.7,3.6,1.1,3.1,36.4%,0.3,0.9,30.8%,0.9,2.2,38.7%,0.5,0.6,77.8%,0.2,1.6,1.9,0.8,0.6,0.5,0.0,1.5
Charli Collier,70040,Rookie,28,18,12.3,3.4,1.4,3.1,46.5%,1.4,3.1,46.5%,0.0,0.0,--,0.6,0.8,69.6%,1.1,2.5,3.6,0.2,0.5,0.1,0.2,1.8
Kristine Anigwe,13596,,10,1,13.6,3.4,1.2,2.9,41.4%,1.2,2.9,41.4%,0.0,0.0,--,1.0,1.8,55.6%,1.1,2.2,3.3,0.5,1.2,0.5,0.1,2.8
Kristine Anigwe,11124,Hardship,10,1,13.6,3.4,1.2,2.9,41.4%,1.2,2.9,41.4%,0.0,0.0,--,1.0,1.8,55.6%,1.1,2.2,3.3,0.5,1.2,0.5,0.1,2.8
Dana Evans,61543,Rookie,29,0,7.6,3.3,0.9,2.7,34.2%,0.3,1.2,26.5%,0.6,1.6,40.0%,0.8,0.9,88.5%,0.0,0.3,0.4,1.0,0.6,0.2,0.0,0.7
Arella Guirantes,61543,Rookie,25,2,11.6,3.2,1.0,3.8,27.4%,0.8,2.7,29.4%,0.2,1.1,22.2%,0.8,1.0,80.8%,0.2,1.1,1.3,0.6,0.5,0.3,0.2,1.0
Leaonna Odom,60946,,18,0,12.1,3.1,1.2,2.5,46.7%,0.9,1.6,57.1%,0.3,0.9,29.4%,0.5,0.7,75.0%,0.6,0.6,1.2,0.4,0.6,0.3,0.3,1.4
Kennedy Burke,58710,,23,0,7.7,2.9,1.1,2.4,44.6%,0.8,1.7,50.0%,0.3,0.8,33.3%,0.4,0.7,62.5%,0.3,0.5,0.8,0.3,0.5,0.3,0.1,0.6
DiJonai Carrington,61543,Rookie,24,1,9.2,2.8,1.1,3.4,32.9%,1.0,2.5,39.3%,0.1,0.9,14.3%,0.5,0.6,73.3%,0.6,1.3,2.0,0.5,0.9,0.5,0.1,1.5
Kiara Leslie,29664,,9,0,9.6,2.8,0.9,2.7,33.3%,0.7,1.9,35.3%,0.2,0.8,28.6%,0.8,0.9,87.5%,0.2,2.0,2.2,0.2,0.4,0.4,0.0,1.2
Lauren Cox,34315,,26,0,11.7,2.6,1.0,2.5,38.5%,0.9,2.2,40.4%,0.1,0.3,25.0%,0.6,0.8,80.0%,0.6,2.3,3.0,0.5,0.6,0.5,0.6,1.1
Lauren Cox,29664,ROS,26,0,11.7,2.6,1.0,2.5,38.5%,0.9,2.2,40.4%,0.1,0.3,25.0%,0.6,0.8,80.0%,0.6,2.3,3.0,0.5,0.6,0.5,0.6,1.1
Bella Alarie,66555,,31,11,13.1,2.6,1.0,2.1,50.0%,1.0,2.0,51.6%,0.0,0.1,0.0%,0.5,0.6,85.0%,1.4,1.9,3.3,0.5,0.6,0.6,0.6,1.4
Joyner Holmes,20394,ROS,5,0,5.6,2.6,1.0,2.0,50.0%,0.4,1.2,33.3%,0.6,0.8,75.0%,0.0,0.0,--,0.0,0.8,0.8,0.6,0.4,0.0,0.2,0.6
Joyner Holmes,464,UFA,5,0,5.6,2.6,1.0,2.0,50.0%,0.4,1.2,33.3%,0.6,0.8,75.0%,0.0,0.0,--,0.0,0.8,0.8,0.6,0.4,0.0,0.2,0.6
Shekinna Stricklen,175100,,24,0,9.8,2.5,0.9,3.5,25.9%,0.3,0.8,42.1%,0.6,2.8,21.2%,0.1,0.2,40.0%,0.1,0.8,0.9,0.3,0.1,0.4,0.2,1.1
Stephanie Watts,14908,Rookie,6,0,14.0,2.5,0.7,3.2,21.1%,0.5,1.5,33.3%,0.2,1.7,10.0%,1.0,1.3,75.0%,1.3,2.3,3.7,0.5,1.3,0.5,0.3,2.2
Awak Kuier,70040,Rookie,16,0,8.9,2.4,0.8,2.4,30.8%,0.6,1.3,42.9%,0.2,1.1,16.7%,0.7,0.9,78.6%,0.6,1.9,2.4,0.6,1.0,0.3,0.8,0.6
Blake Dietrick,20609,ROS,9,0,15.7,2.3,0.9,3.0,29.6%,0.3,1.2,27.3%,0.6,1.8,31.3%,0.0,0.0,--,0.3,1.2,1.6,1.2,0.6,0.6,0.1,2.2
DiDi Richards,61543,Rookie,31,0,11.2,2.3,0.9,2.1,42.2%,0.5,1.4,40.5%,0.3,0.7,45.5%,0.2,0.3,60.0%,0.3,0.8,1.1,0.8,0.5,0.5,0.2,0.8
Chelsey Perry,30900,ROS,6,0,6.7,2.2,0.8,3.0,27.8%,0.5,1.5,33.3%,0.3,1.5,22.2%,0.2,0.3,50.0%,0.0,1.0,1.0,0.3,0.3,0.5,0.0,1.2
Chelsey Perry,3708,Rookie,6,0,6.7,2.2,0.8,3.0,27.8%,0.5,1.5,33.3%,0.3,1.5,22.2%,0.2,0.3,50.0%,0.0,1.0,1.0,0.3,0.3,0.5,0.0,1.2
Jessica Shepard,58710,,22,0,10.5,2.0,0.7,2.0,36.4%,0.7,1.5,46.9%,0.0,0.5,8.3%,0.5,0.7,75.0%,1.1,2.1,3.2,1.7,0.8,0.1,0.2,0.9
Brittany Boyd-Jones,3318,UFA,2,0,11.2,2.0,0.5,2.0,25.0%,0.0,1.0,0.0%,0.5,1.0,50.0%,0.5,1.0,50.0%,0.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0
Kalani Brown,9270,,1,0,4.7,2.0,1.0,3.0,33.3%,1.0,3.0,33.3%,0.0,0.0,--,0.0,0.0,--,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
Shyla Heal,15564,Rookie,4,0,7.9,2.0,0.3,2.0,12.5%,0.3,1.3,20.0%,0.0,0.8,0.0%,1.5,1.5,100.0%,0.3,0.5,0.8,0.8,2.5,0.0,0.0,1.5
Stella Johnson,29664,Reserved,6,0,5.2,2.0,0.5,1.3,37.5%,0.2,0.5,33.3%,0.3,0.8,40.0%,0.7,0.7,100.0%,0.5,0.0,0.5,0.3,0.8,0.0,0.2,1.2
JiSu Park,58710,,25,0,8.9,2.0,0.7,2.1,32.7%,0.7,1.9,35.4%,0.0,0.2,0.0%,0.6,0.7,83.3%,0.6,1.2,1.8,0.8,0.8,0.1,0.6,1.1
Kysre Gondrezick,70040,Rookie,19,0,9.1,1.9,0.7,2.4,28.3%,0.3,0.9,27.8%,0.4,1.5,28.6%,0.1,0.2,50.0%,0.2,0.8,1.0,0.9,0.9,0.4,0.0,0.7
Beatrice Mompremier,58710,Reserved,32,0,8.6,1.8,0.8,1.7,49.1%,0.8,1.7,49.1%,0.0,0.0,--,0.2,0.4,41.7%,0.9,1.5,2.4,0.2,0.6,0.4,0.3,1.4
Lexie Brown,47185,ROS,17,0,9.5,1.6,0.6,2.2,26.3%,0.1,0.3,40.0%,0.5,1.9,24.2%,0.0,0.0,--,0.0,0.7,0.7,1.1,0.5,0.4,0.0,0.6
Lexie Brown,1106,Hardship,17,0,9.5,1.6,0.6,2.2,26.3%,0.1,0.3,40.0%,0.5,1.9,24.2%,0.0,0.0,--,0.0,0.7,0.7,1.1,0.5,0.4,0.0,0.6
Kiah Stokes,45000,,24,8,18.5,1.5,0.7,1.2,57.1%,0.6,1.1,57.7%,0.0,0.1,50.0%,0.2,0.3,66.7%,1.5,4.0,5.4,0.8,0.5,0.4,0.7,1.4
Kiah Stokes,35200,ROS,24,8,18.5,1.5,0.7,1.2,57.1%,0.6,1.1,57.7%,0.0,0.1,50.0%,0.2,0.3,66.7%,1.5,4.0,5.4,0.8,0.5,0.4,0.7,1.4
Natasha Mack,5099,UFA,4,0,4.5,1.5,0.5,0.8,66.7%,0.5,0.8,66.7%,0.0,0.0,--,0.5,0.5,100.0%,0.3,0.8,1.0,0.0,0.5,0.0,0.0,0.5
Natasha Mack,2781,7D,4,0,4.5,1.5,0.5,0.8,66.7%,0.5,0.8,66.7%,0.0,0.0,--,0.5,0.5,100.0%,0.3,0.8,1.0,0.0,0.5,0.0,0.0,0.5
Natasha Mack,2472,ROS,4,0,4.5,1.5,0.5,0.8,66.7%,0.5,0.8,66.7%,0.0,0.0,--,0.5,0.5,100.0%,0.3,0.8,1.0,0.0,0.5,0.0,0.0,0.5
Stephanie Jones,58710,UFA,18,0,5.5,1.4,0.7,1.6,41.4%,0.7,1.5,44.4%,0.0,0.1,0.0%,0.1,0.1,50.0%,0.6,0.6,1.2,0.2,0.2,0.1,0.1,0.5
Alanna Smith,58710,,18,0,6.5,1.2,0.4,1.9,23.5%,0.2,0.7,30.8%,0.2,1.2,19.0%,0.1,0.2,25.0%,0.3,1.1,1.3,0.6,0.3,0.4,0.3,0.6
Aaliyah Wilson,64375,Rookie,14,0,8.5,1.1,0.4,1.9,23.1%,0.4,1.4,26.3%,0.1,0.5,14.3%,0.1,0.3,50.0%,0.4,0.5,0.9,0.6,0.6,0.2,0.1,1.2
Destiny Slocum,61543,Rookie,21,0,6.4,1.0,0.3,1.0,31.8%,0.1,0.3,28.6%,0.2,0.7,33.3%,0.1,0.2,60.0%,0.1,0.8,0.9,0.6,0.3,0.1,0.0,0.9
Cierra Burdick,24330,ROS,14,0,4.6,0.9,0.4,0.8,45.5%,0.4,0.8,45.5%,0.0,0.0,--,0.2,0.4,60.0%,0.5,0.9,1.4,0.4,0.2,0.2,0.2,0.4
Cierra Burdick,10322,7D,14,0,4.6,0.9,0.4,0.8,45.5%,0.4,0.8,45.5%,0.0,0.0,--,0.2,0.4,60.0%,0.5,0.9,1.4,0.4,0.2,0.2,0.2,0.4
Cierra Burdick,6635,Hardship,14,0,4.6,0.9,0.4,0.8,45.5%,0.4,0.8,45.5%,0.0,0.0,--,0.2,0.4,60.0%,0.5,0.9,1.4,0.4,0.2,0.2,0.2,0.4
Cierra Burdick,3318,Hardship,14,0,4.6,0.9,0.4,0.8,45.5%,0.4,0.8,45.5%,0.0,0.0,--,0.2,0.4,60.0%,0.5,0.9,1.4,0.4,0.2,0.2,0.2,0.4
Chelsea Dungee,67208,Rookie,14,0,4.6,0.6,0.2,1.2,17.6%,0.1,0.5,14.3%,0.1,0.7,20.0%,0.0,0.0,--,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.5
Kiana Williams,31095,Rookie,10,0,3.5,0.4,0.1,0.7,14.3%,0.0,0.1,0.0%,0.1,0.6,16.7%,0.1,0.1,100.0%,0.0,0.4,0.4,0.2,0.2,0.1,0.0,0.3
Kiana Williams,4326,7D,10,0,3.5,0.4,0.1,0.7,14.3%,0.0,0.1,0.0%,0.1,0.6,16.7%,0.1,0.1,100.0%,0.0,0.4,0.4,0.2,0.2,0.1,0.0,0.3
Aleah Goodman,1391,UFA,1,0,3.2,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Angel McCoughtry,190550,,1,0,0.1,0.0,0.0,1.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Haley Gorecki,12978,Hardship,3,0,2.1,0.0,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.3,0.0%,0.0,0.0,--,0.0,0.7,0.7,0.0,0.3,0.0,0.0,0.0
Jasmine Walker,67208,Rookie,2,0,10.0,0.0,0.0,2.5,0.0%,0.0,0.5,0.0%,0.0,2.0,0.0%,0.0,1.0,0.0%,0.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5
Jillian Alleyne,6798,UFA,2,0,3.9,0.0,0.0,1.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,0.0,--,0.5,1.5,2.0,0.0,0.0,0.5,0.0,0.0
Jillian Alleyne,3245,7D,2,0,3.9,0.0,0.0,1.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,0.0,--,0.5,1.5,2.0,0.0,0.0,0.5,0.0,0.0
Jillian Alleyne,1391,ROS,2,0,3.9,0.0,0.0,1.0,0.0%,0.0,1.0,0.0%,0.0,0.0,--,0.0,0.0,--,0.5,1.5,2.0,0.0,0.0,0.5,0.0,0.0
Linnae Harper,3245,UFA,1,0,5.3,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0
Mikiah Herbert Harrigan,66555,,1,0,1.2,0.0,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,--,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jocelyn Willoughby,63751,Rookie,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Maria Kliundikova,58710,,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
N'Dea Jones,4326,7D,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
Rennia Davis,64375,Rookie,0,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
